編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
13-28,續手,saˇ shiuˊ ,隨手、順便,你摎碗收揫，續手洗洗啊！,你把碗收拾起來，順便洗一洗！,,虛詞,,13特殊詞類
13-29,實在係,shidˋ cai+ heˇ ,實在是、真是,賣烏心油个生理人，實在係害死人！,賣黑心油的商人，真是害死人！,,虛詞,,13特殊詞類
13-30,定定（定）,tin+ tin+(tin+),而已,正恁多仔定定，毋罅大家食。,才這麼多而已，不夠大家吃。,,副詞,,13特殊詞類
13-31,之間,ziiˋ gienˋ ,之間,這係佢兩儕之間个問題，你毋好插。,這是他們兩個之間的問題，你不要介入。,,虛詞,,13特殊詞類
13-32,總講,zungˊ gongˊ ,總而言之、無論如何,這決定無法度過變咧，總講就係恁樣。,這決定沒辦法再變了，總而言之就是這樣。,,虛詞,,13特殊詞類
13-33,但係,tan+ heˇ ,但是,佢當發，但係佢無閒使。,他很有錢，但是沒空花。,,虛詞,,13特殊詞類
13-34,撿採,giamˊ caiˊ ,萬一、如果,撿採佢無來，愛仰結煞正好?,萬一他沒來，要怎麼辦才好？,,副詞,,13特殊詞類
13-35,該載,goiˋ zaiˇ ,幸好、幸虧,車仔撞壞做得買過，該載人無著傷。,車子撞壞可以再買，幸好人沒受傷。,,副詞,,13特殊詞類
13-36,此腔無此詞條,,,,,,,,
14-1,班機,banˋ giˋ ,班機,風搓來，所有个班機都停忒。,颱風來了，所有的班機都停飛。,,名詞,,14通訊、建設與交通
14-2,噪音,cauˇ rhimˋ ,噪音,降低噪音,降低噪音,,名詞,,14通訊、建設與交通
14-3,自動化,cii+ tung+ faˇ ,自動化,生產自動化，又遽又好。,生產自動化，又快又好。,,動詞,,14通訊、建設與交通
14-4,傳真,chon zhinˋ ,傳真,資料傳真過來，收着會摎你講。,資料傳真過來，收到會跟你說。,,動詞,,14通訊、建設與交通
14-5,出發,chud fad ,出發,你幾時愛出發?,你何時要出發？,,動詞,,14通訊、建設與交通
14-6,出境,chud ginˇ ,出境,限制出境,限制出境,,動詞,,14通訊、建設與交通
14-7,出口,chud kieuˊ ,出口,"臺灣个水果出口到全世界。
佢嘴當壞，輒輒出口傷人。","臺灣的水果出口到全世界。
他嘴巴很壞，常常出口傷人。",,動詞,,14通訊、建設與交通
14-8,塞着,sed/ced doˊ ,堵塞、不通順,水槽空仔塞着，全毋會通。,水槽孔堵塞，完全不通。,,動詞,,14通訊、建設與交通
14-9,鐵支路（火車路、鐵路）,tied giˋ lu+(foˊ chaˋ lu+、tied lu+),鐵路,上阿里山有鐵支路通行。,上阿里山有鐵路通行。,,名詞,,14通訊、建設與交通
14-10,火車嫲,foˊ chaˋ ma,火車頭,老式个火車嫲,舊式的火車頭,,名詞,,14通訊、建設與交通
14-11,護照,fu+ zhauˇ ,護照,好得有人拈着你个護照。,還好有人撿到你的護照。,,名詞,,14通訊、建設與交通
14-12,紅毛泥橋（水泥橋）,fung moˋ nai kiau(shuiˊ nai kiau ),水泥橋,紅毛泥橋分水打忒。,水泥橋被水沖壞。,,名詞,,14通訊、建設與交通
14-13,交通,gauˋ tungˋ ,交通,交通方便,交通方便,,名詞,,14通訊、建設與交通
14-14,寄,giˇ ,寄,寄信仔,寄信,,動詞,,14通訊、建設與交通
14-15,建設,gienˇ shad,建設,"基礎建設
建設國家","基礎建設
建設國家",,名詞,動詞,14通訊、建設與交通
14-16,高速公路,goˋ sug gungˋ lu+,高速公路,,,,名詞,,14通訊、建設與交通
14-17,港口,gongˊ kieuˊ ,港口,港口有大條船仔出入。,港口有大艘的船隻出入。,,名詞,,14通訊、建設與交通
14-18,公路,gungˋ lu+,公路,蘇花公路,蘇花公路,,名詞,,14通訊、建設與交通
14-19,汽油,hiˇ rhiu,汽油,汽油這駁仔緊起價。,汽油這陣子一直漲價。,,名詞,,14通訊、建設與交通
14-20,起屋,hiˊ vug,蓋房子,佢係泥水師傅，專門摎人起屋。,他是水泥師傅，專門幫人蓋房子。,,動詞,,14通訊、建設與交通
14-21,起,hiˊ ,建造（房舍、廟宇等）,"起大樓
這片个屋緊起緊高。","建造大樓
這邊的房子越蓋越高。",,動詞,,14通訊、建設與交通
14-22,海關,hoiˊ guanˋ ,海關,出國愛過海關,出國要過海關,,名詞,,14通訊、建設與交通
14-23,巷,hong+,巷,仁愛路三巷五號,仁愛路三巷五號,,名詞,,14通訊、建設與交通
14-24,音響,rhimˋ hiongˊ ,音響,這音響當湛，毋過無便宜。,這音響很好，不過不便宜。,,名詞,,14通訊、建設與交通
14-25,郵局,rhiu kiugˋ ,郵局,郵局乜做得領錢,郵局也可以領錢,,名詞,,14通訊、建設與交通
14-26,郵票,rhiu piauˇ ,郵票,寄信仔愛貼郵票。,寄信要貼郵票。,,名詞,,14通訊、建設與交通
14-27,轎車（矮嫲車）,kiau+ chaˋ (aiˊ  ma chaˋ ),轎車,駛轎車,開轎車,,名詞,,14通訊、建設與交通
14-28,科技,koˋ giˋ ,科技,"科技大學
科技進步","科技大學
科技進步",,名詞,,14通訊、建設與交通
14-29,錄音,liugˋ rhimˋ ,錄音,用錄音筆錄音,用錄音筆錄音,,動詞,,14通訊、建設與交通
14-30,路口, lu+ heuˊ ,路口,十字路口,十字路口,,名詞,,14通訊、建設與交通
14-31,輪船,lun shon,輪船,愛出國，坐輪船較久。,要出國，坐輪船比較久。,,名詞,,14通訊、建設與交通
14-32,碼頭,maˋ teu,碼頭,碼頭停當多船仔。,碼頭停靠很多船隻。,,名詞,,14通訊、建設與交通
14-33,明信片,min sinˇ pienˊ ,明信片,今晡日𠊎收着一張明信片。,今天我收到一張明信片。,,名詞,,14通訊、建設與交通
14-34,入境,ngibˋ ginˇ ,入境,入境手續,入境手續,,動詞,,14通訊、建設與交通
14-35,人口,ngin kieuˊ ,人口,臺灣个人口有兩千三百萬。,臺灣的人口有兩千三百萬。,,名詞,,14通訊、建設與交通
14-36,標語,piauˋ ngiˋ ,標語,危險个位所會有警告標語。,危險的地方會有警告標語。,,名詞,,14通訊、建設與交通
14-37,設, shad,設立,設一臺機器在這，當方便。,設一臺機器在這，很方便。,,動詞,,14通訊、建設與交通
14-38,設備,shad pi+,設備,這餐廳設備嶄蠻高級。,這餐廳設備相當高級。,,名詞,,14通訊、建設與交通
14-39,上網,shongˋ miongˊ ,上網,用手機上網盡利便。,用手機上網很方便。,,動詞,,14通訊、建設與交通
14-40,收音機（啦濟喲）,shiuˋ rhimˋ giˋ ( la+ rhi ioˋ ),收音機,聽收音機,聽收音機,,名詞,,14通訊、建設與交通
14-41,透到,teuˇ doˇ ,通往,這條細路仔直直行，會透到高速公路。,這條小路直直走，會通到高速公路。,,動詞,,14通訊、建設與交通
14-42,電,tien+,電,停電、無電,停電、沒電,,名詞,,14通訊、建設與交通
14-43,電車,tien+ chaˋ ,電車,日本當多人坐電車上班。,日本很多人坐電車上班。,,名詞,,14通訊、建設與交通
14-44,電池,tien+ chi,電池,時鐘个電池無電咧。,時鐘的電池沒電了。,,名詞,,14通訊、建設與交通
14-45,電器,tien+ hiˇ ,電器,用電器愛注意。,用電器要小心。,,名詞,,14通訊、建設與交通
14-46,電臺,tien+ toi,電臺,廣播電臺,廣播電臺,,名詞,,14通訊、建設與交通
14-47,通過,tungˋ goˇ ,通過,佢通過這擺認證考試。,他通過這次認證考試。,,動詞,,14通訊、建設與交通
14-48,信仔,sinˇ er,信件,𠊎个信仔，你有收着無?,我的信，你有收到嗎？,,名詞,,14通訊、建設與交通
14-49,修整,siuˋ zhangˊ ,修建,屋戴恁多年，久久愛修整一到。,屋子住那麼多年，久久要修建一次。,,動詞,,14通訊、建設與交通
14-50,走廊,zeuˊ long,走廊,毋好在走廊項追上追下。,不要在走廊上追來追去。,,名詞,,14通訊、建設與交通
14-51,建立,gienˇ libˋ ,建立,"建立關係
建立制度","建立關係
建立制度",,動詞,,14通訊、建設與交通
14-52,城市,shang shi+,城市,這城市人當多。,這城市人很多。,,名詞,,14通訊、建設與交通
14-53,速度,sug tu+,速度,"你个車仔速度仰恁慢?
佢做事速度當遽。","你的車子速度怎麼這麼慢？
他工作速度很快。",,名詞,,14通訊、建設與交通
15-1,拜年,baiˇ ngien,拜年,去人屋下拜年愛擐等路去。,去別人家裡拜年要帶伴手禮去。,,動詞,,15歲時祭儀、習俗與宗教
15-2,拜天公,baiˇ tienˋ gungˋ ,謝天、拜天公,拜天公愛燒金,拜天公要燒金紙,,動詞,,15歲時祭儀、習俗與宗教
15-3,包禮,bauˋ liˋ ,包禮,去食酒，愛包禮。,去喝喜酒，要包禮。,,動詞,,15歲時祭儀、習俗與宗教
15-4,庇佑,biˇ rhiu+,庇佑,好得神明庇佑，佢正無事情。,幸好神明庇佑，他才平安無事。,,動詞,,15歲時祭儀、習俗與宗教
15-5,傳香火（傳香煙）,chon hiongˋ foˊ (chon hiongˋ rhanˋ ),傳宗接代,佢望倈仔遽遽結婚傳香火。,他指望兒子趕緊結婚傳宗接代。,,動詞,,15歲時祭儀、習俗與宗教
15-6,長山,chong sanˋ ,指大陸原鄉，即「唐山」,佢屋下个來臺祖係對長山來个。,他家的來臺祖是從唐山來的。,,名詞,,15歲時祭儀、習俗與宗教
15-7,出山（還山）,chud sanˋ (van sanˋ),出殯,厥婆拜六出山,他的祖母星期六出殯,,動詞,,15歲時祭儀、習俗與宗教
15-8,戴孝,daiˇ hauˇ ,帶孝徽、服喪,屋下有人過身愛戴孝。,家裡有人過世要服喪。,,動詞,,15歲時祭儀、習俗與宗教
15-9,跌無筊,died mo gauˇ ,擲筊擲不到肯定的聖筊,逐擺敬阿公婆就跌無筊。,每次拜祖先都擲不到聖筊。,,動詞,,15歲時祭儀、習俗與宗教
15-10,跌聖筊,died shinˇ gauˇ ,擲筊以卜吉凶,去廟肚跌聖筊,去廟裡擲筊,,動詞,,15歲時祭儀、習俗與宗教
15-11,對歲,duiˇ soiˇ ,週歲,摎細人仔做對歲,替小孩過週歲,,副詞,,15歲時祭儀、習俗與宗教
15-12,佛教,fudˋ gauˇ ,佛教,阿公信佛教,祖父信佛教,,名詞,,15歲時祭儀、習俗與宗教
15-13,婚姻,funˋ rhinˋ ,婚姻,佢兩儕當相好，大家盡看好這段婚姻。,他們兩個很要好，大家很看好這段婚姻。,,名詞,,15歲時祭儀、習俗與宗教
15-14,風水,fungˋ shuiˊ ,墳墓；地理風水,"下禮拜愛掛紙，去風水摎草伐伐仔。
該門風水地，庇蔭子孫興旺。","下星期要掃墓，去墳墓把草除一除。
這門風水地，庇蔭子孫興旺。",,名詞,,15歲時祭儀、習俗與宗教
15-15,風俗,fungˋ siugˋ ,風俗,傳統風俗,傳統風俗,,名詞,,15歲時祭儀、習俗與宗教
15-16,教堂,gauˇ tong,教堂,去教堂做禮拜,去教堂做禮拜,,名詞,,15歲時祭儀、習俗與宗教
15-17,基督教,giˋ dug gauˇ ,基督教,佢信基督教。,他信基督教。,,名詞,,15歲時祭儀、習俗與宗教
15-18,結親家,gied cinˋ gaˋ ,結為親家、聯姻,兩家人結親家,兩家結為親家,,動詞,,15歲時祭儀、習俗與宗教
15-19,過定,goˇ tin+,訂婚,下隻月老妹就愛過定。,下個月妹妹就要訂婚。,,動詞,,15歲時祭儀、習俗與宗教
15-20,公廳,gungˋ tangˋ ,公廳（供奉祖先牌位的正廳）,過節愛去公廳拜祖先。,過節要去公廳拜祖先。,,名詞,,15歲時祭儀、習俗與宗教
15-21,奠儀,tien+ ngi,奠儀、白包,出席歪事愛包奠儀。,出席喪禮要包奠儀。,,名詞,,15歲時祭儀、習俗與宗教
15-22,閏年,rhun+ ngien,閏年,今年係閏年。,今年是閏年。,,名詞,,15歲時祭儀、習俗與宗教
15-23,閏月,rhun+ ngiedˋ ,閏月,三年一擺閏月,三年一次閏月,,名詞,,15歲時祭儀、習俗與宗教
15-24,節日,zied ngid,節日,天穿日係客人正有个節日。,天穿日是客家人才有的節日。,,名詞,,15歲時祭儀、習俗與宗教
15-25,舊曆（農曆）,kiu+ lagˋ (nung lagˋ ),舊曆、農曆,舊曆過年,農曆過年,,名詞,,15歲時祭儀、習俗與宗教
15-26,看風水,konˇ fungˋ shuiˊ ,看地理,請地理先生來看風水。,請地理師來看地理。,,動詞,,15歲時祭儀、習俗與宗教
15-27,離婚,li  funˋ ,離婚,離婚過後，細人仔跈阿姆。,離婚過後，小孩跟隨媽媽。,,動詞,,15歲時祭儀、習俗與宗教
15-28,尞天穿,liau+ tienˋ chonˋ ,天穿日休息,客人有尞天穿个風俗。,客家人有天穿日休息的習俗。,,動詞,,15歲時祭儀、習俗與宗教
15-29,尾牙,muiˋ nga,尾牙,食尾牙,吃尾牙,,名詞,,15歲時祭儀、習俗與宗教
15-30,無閒時節,mo han shi zied,忙碌的時候,這站仔係工廠無閒時節，想請假當難。,這陣子是工廠忙碌的時候，想請假很難。,,副詞,,15歲時祭儀、習俗與宗教
15-31,問卜,munˇ bug,問卜,求神問卜,求神問卜,,動詞,,15歲時祭儀、習俗與宗教
15-32,拈香,ngiamˋ hiongˋ ,弔唁（弔喪）,人過身後，厥親戚朋友會去拈香。,人過世後，他的親戚朋友會去弔唁。,,動詞,,15歲時祭儀、習俗與宗教
15-33,迎神,ngiang shin,迎神,正月初四愛迎神。,正月初四要迎神。,,動詞,,15歲時祭儀、習俗與宗教
15-34,元旦,ngien danˇ ,元旦,元旦升旗典禮，你愛去參加無？,元旦升旗典禮，你要去參加嗎？,,名詞,,15歲時祭儀、習俗與宗教
15-35,年節,ngien zied,逢年過節,見年節就愛拜神明。,逢年過節就要拜神明。,,名詞,,15歲時祭儀、習俗與宗教
15-36,年三十暗晡 （三十暗晡）,ngien samˋ shibˋ amˇ buˋ (samˋ shibˋ amˇ buˋ ),除夕夜,年三十暗晡愛食團圓飯。,除夕夜要吃團圓飯。,,副詞,,15歲時祭儀、習俗與宗教
15-37,年三十,ngien samˋ shibˋ ,除夕,年三十該日盡無閒。,除夕那天非常忙。,,名詞,,15歲時祭儀、習俗與宗教
15-38,辦桌,pan+ zog,辦外燴,"辦桌請人客。
辦桌个菜罔罔仔。","辦外燴請客。
辦外燴的菜還不錯。",,動詞,,15歲時祭儀、習俗與宗教
15-39,請神,ciangˊ shin,請神,做鬧熱愛請神。,辦廟會要請神。,,動詞,,15歲時祭儀、習俗與宗教
15-40,清明,ciangˋ miang,清明,清明愛掛紙,清明節要掃墓,,名詞,,15歲時祭儀、習俗與宗教
15-41,三牲,samˋ senˋ /sangˋ ,含三種牲類之祭品,用三牲拜阿公婆,用含三種牲類之祭品祭拜祖先,,名詞,,15歲時祭儀、習俗與宗教
15-42,聖筊,shinˇ gauˇ ,聖筊（一陰一陽）,見擺佢跌就會聖筊。,每次他擲筊都會擲聖筊。,,名詞,,15歲時祭儀、習俗與宗教
15-43,聖蹟亭,shinˇ zid tin,聖蹟亭,這座聖蹟亭係古蹟。,這座聖蹟亭是古蹟。,,名詞,,15歲時祭儀、習俗與宗教
15-44,天穿日,tienˋ chonˋ ngid,天穿日（農曆正月二十日）,天穿日愛尞天穿。,天穿日要休息。,,名詞,,15歲時祭儀、習俗與宗教
15-45,天主教,tienˋ zhuˊ  gauˇ ,天主教,阿哥信天主教。,哥哥信天主教。,,名詞,,15歲時祭儀、習俗與宗教
15-46,天堂,tienˋ tong,天堂,天堂摎地獄,天堂和地獄,,名詞,,15歲時祭儀、習俗與宗教
15-47,消忒,siauˋ ted,過世,該隻狗分車撞消忒咧。,那隻狗被車子撞死了。,,動詞,,15歲時祭儀、習俗與宗教
15-48,信仰,sinˇ ngiongˊ ,信仰,𠊎摎佢無共信仰。,我和他信仰不同。,,名詞,,15歲時祭儀、習俗與宗教
15-49,新曆,sinˋ lagˋ ,國曆,今晡日係新曆二月初十。,今天是國曆二月十日。,,名詞,,15歲時祭儀、習俗與宗教
15-50,新娘公,sinˋ ngiong gungˋ ,新郎,新娘公屋下當發。,新郎家裡很有錢。,,名詞,,15歲時祭儀、習俗與宗教
15-51,新娘間,sinˋ ngiong gienˋ ,新房,肖虎个做毋得落新娘間。,屬虎的人不能進新房。,,名詞,,15歲時祭儀、習俗與宗教
15-52,繡香包,siuˇ hiongˋ bauˋ ,繡香包,現下無人繡香包,現在沒人繡香包,,名詞,,15歲時祭儀、習俗與宗教
15-53,招婿郎,zhauˋ seˇ long,招贅女婿,這下當少人招婿郎。,現在很少人招贅。,,名詞,,15歲時祭儀、習俗與宗教
15-54,做百日,zoˇ bag ngid,死後百日祭,做百日愛請人來誦經。,百日祭要請人來誦經。,,名詞,,15歲時祭儀、習俗與宗教
15-55,做好事,zoˇ hoˊ sii+,辦喜事,人做好事，去食酒愛包禮。,人家辦喜事，去參加喜宴要包禮。,,動詞,,15歲時祭儀、習俗與宗教
15-56,做歪事,zoˇ vaiˋ sii+,辦喪事,這下人做歪事，緊來緊簡單。,現在人辦喪事，越來越簡單。,,動詞,,15歲時祭儀、習俗與宗教
15-57,宗教,zungˋ gauˇ ,宗教,宗教信仰,宗教信仰,,名詞,,15歲時祭儀、習俗與宗教
16-1,半額,banˇ ngiag,半數,半額个人都無意見,半數的人都沒意見,,數/量詞,,16數詞量詞
16-2,丙,biangˊ ,丙,今年係丙子年。,今年是丙子年。,,數/量詞,,16數詞量詞
16-3,筆,bid,筆（量詞，土地）,這筆土地賣八千萬。,這筆土地賣八千萬。,,數/量詞,,16數詞量詞
16-4,枋,biongˋ ,班次；批次,"一日一枋車
這枋茶品質當好。","一天一班車
這批茶葉品質很好。",,數/量詞,,16數詞量詞
16-5,磅,bongˇ ,度（量詞，水電瓦斯）,幾多磅電?,幾度電？,,數/量詞,,16數詞量詞
16-6,不少,bud shauˊ ,不少,佢生理已好，逐隻月賺不少錢。,他生意很好，每個月賺不少錢。,,副詞,,16數詞量詞
16-7,幅,bug,幅（量詞，字畫）,一幅畫,一幅畫,,數/量詞,,16數詞量詞
16-8,冊,cag,冊,教材有六冊,教材有六冊,,數/量詞,,16數詞量詞
16-9,陣,chin+,陣（量詞）,水一陣一陣仔落,雨一陣一陣地下,,數/量詞,,16數詞量詞
16-10,餐,conˋ ,餐,一日三餐兩點心,一日三餐兩頓點心,,數/量詞,,16數詞量詞
16-11,場,chong,場,一場活動,一場活動,,數/量詞,,16數詞量詞
16-12,寸,cunˇ ,十分之一臺尺,三寸金蓮,三寸金蓮,,數/量詞,,16數詞量詞
16-13,打,daˊ ,打（量詞）,一打鉛筆,一打鉛筆,,數/量詞,,16數詞量詞
16-14,丁,denˋ ,丁,佢係丁丑年出世个。,他是丁丑年出生的。,,數/量詞,,16數詞量詞
16-15,點,diamˊ ,滴（量詞）,一兩點仔水,一兩滴雨,,數/量詞,,16數詞量詞
16-16,噸,dunˇ ,噸（單位）,這怕有五十噸重哦！,這應該有五十噸重喔！,,數/量詞,,16數詞量詞
16-17,噸,dunˇ ,噸,這東西大體有半噸重，無人扐得贏。,這東西大概有半噸重，沒人抱得動。,,數/量詞,,16數詞量詞
16-18,墩,dunˋ ,叢（草）、墩（土）,一墩草,一叢草,,數/量詞,,16數詞量詞
16-19,付, fuˇ ,成組成套物品的單位,掛紙愛準備幾下付牲儀。,掃墓要準備好幾付牲禮。,,數/量詞,,16數詞量詞
16-20,壺, fu,壺,泡一壺神茶,泡一壺給神明喝的茶,,數/量詞,,16數詞量詞
16-21,份,fun+,份（量詞）,兩份資料,兩份資料,,數/量詞,,16數詞量詞
16-22,架, gaˇ ,架（量詞）,書架做加兩架,多做兩架書架,,數/量詞,,16數詞量詞
16-23,屆,gaiˇ ,屆（量詞）,第五屆,第五屆,,數/量詞,,16數詞量詞
16-24,溝, gieuˋ ,溝,菜廂脣有一溝一溝个水路。,菜畦邊上有一溝一溝的水路。,,數/量詞,,16數詞量詞
16-25,弓,giungˋ ,弓（量詞，計算香蕉）,背囊弓起來。,背拱起來。,,動詞,數/量詞,16數詞量詞
16-26,角,gog,計算錢幣的單位,這下五角銀買毋着東西咧。,現在五毛錢買不到東西了。,,數/量詞,,16數詞量詞
16-27,罐,gonˇ ,罐（量詞）,一罐火油,一罐花生油,,數/量詞,,16數詞量詞
16-28,綱,gongˋ ,批（量詞，計算牲畜的單位）,一綱豬子,一窩小豬,,數/量詞,,16數詞量詞
16-29,公尺,gungˋ chag,公尺,九公尺,九公尺,,數/量詞,,16數詞量詞
16-30,公分,gungˋ funˋ ,公分,一公分,一公分,,數/量詞,,16數詞量詞
16-31,億,rhiˇ ,億,十億人口,十億人口,,數/量詞,,16數詞量詞
16-32,一滴仔,rhid did  er,一丁點,倒一滴仔油落去,倒一丁點油下去,,數/量詞,,16數詞量詞
16-33,任, rhim+,任期（量詞）,總統一任係四年。,總統一任是四年。,,數/量詞,,16數詞量詞
16-34,有兜,rhiuˋ deuˋ ,有的、有些,有兜人合意食苦瓜。,有些人喜歡吃苦瓜。,,數/量詞,,16數詞量詞
16-35,截,zied,截（量詞，計算棍棒、竹子、甘蔗）,剁一截甘蔗來喫。,剁一截甘蔗來啃。,,數/量詞,,16數詞量詞
16-36,期,ki,期（量詞）,這期个發票無對着。,這期的發票沒中獎。,,數/量詞,,16數詞量詞
16-37,克,kied,克（量詞）,十克重个糖,十克重的糖,,數/量詞,,16數詞量詞
16-38,圈,kienˋ ,圈（量）,騎機車去山肚遶一圈,騎機車去山上繞一圈,,數/量詞,,16數詞量詞
16-39,夫（坵）,fuˋ (kiuˋ),坵（計算田地的量詞）,一夫田,一坵田,,數/量詞,,16數詞量詞
16-40,群,kiun,群,一群人,一群人,,數/量詞,,16數詞量詞
16-41,桍,kuaˊ ,支（量詞，計算樹枝）,風搓會來了，阿公鋸忒幾下桍樹桍。,颱風快來了，祖父鋸下好幾支樹枝。,,數/量詞,,16數詞量詞
16-42,擐,kuan+,串（量詞）,兩擐粽仔,兩串粽子,,數/量詞,,16數詞量詞
16-43,落,lab,落（量詞，計算成堆成疊物品的單位） ,一落碗,一落碗,,數/量詞,,16數詞量詞
16-44,列,liedˋ /ladˋ ,列（量詞）,一列竹仔,一列竹子,,數/量詞,,16數詞量詞
16-45,禮拜,liˋ baiˇ ,星期（量詞）、週,兩隻禮拜。,兩個星期。,,名詞,,16數詞量詞
16-46,料,liau+,料（量詞，多用於豬肉）,阿財哥禮拜日割一料豬肉去看厥姐婆。,阿財哥星期日買一塊豬肉去看他外婆。,,數/量詞,,16數詞量詞
16-47,輪,linˋ ,輪,敬酒敬一輪,敬酒敬一輪,,數/量詞,名詞,16數詞量詞
16-48,籮,lo,籮（量詞）,一籮米,一籮米,,數/量詞,,16數詞量詞
16-49,落,logˋ ,幢、棟（量詞，房屋）,兩落販仔屋。,兩棟成屋。,,數/量詞,,16數詞量詞
16-50,類, lui+,類,"第一類
分類","第一類
分類",,數/量詞,,16數詞量詞
16-51,尾,mui,條（量詞）,當晝煎兩尾魚仔來食,中午煎兩條魚來吃,,數/量詞,,16數詞量詞
16-52,毛,moˋ ,毛,"手毛、腳毛
有毛个東西做毋得直接食。","手毛、腳毛
有毛的東西不能直接吃。",,名詞,,16數詞量詞
16-53,枚,mui,枚（量詞）,一枚針,一枚針,,數/量詞,,16數詞量詞
16-54,倍,poi+,倍（量詞）,賠一百倍,賠一百倍,,數/量詞,,16數詞量詞
16-55,疋,pid,疋（量詞）,一疋布仔,一疋布,,數/量詞,,16數詞量詞
16-56,步,pu+,步（量詞）,兩三步就到咧,兩三步就到了,,數/量詞,,16數詞量詞
16-57,垺,pu,堆（量詞）,一垺屎,一堆屎,,數/量詞,,16數詞量詞
16-58,析,sag,片,破兩析,剖兩片,,數/量詞,,16數詞量詞
16-59,成,shang,成，計算比例用,這擺來个人大約五成。,這次來的人大約五成。,,數/量詞,,16數詞量詞
16-60,升,shinˋ ,升（單位）,你下班糴兩升米轉來。,你下班買兩升米回來。,,數/量詞,,16數詞量詞
16-61,杓,shogˋ ,杓（量詞）,加一杓水落去,加一杓水下去,,數/量詞,,16數詞量詞
16-62,束,sug,束,一束花,一束花,,數/量詞,,16數詞量詞
16-63,數字,suˇ sii+,數字,機車車牌有四隻數字,機車車牌有四個數字,,名詞,,16數詞量詞
16-64,托,tog,串（量詞）,一托弓蕉,一串香蕉,,數/量詞,,16數詞量詞
16-65,代,toi+,代（量詞）,三代同堂,三代同堂,,數/量詞,,16數詞量詞
16-66,團,ton,團（量詞）,兩團亼好个粄粹,兩團搓好的粄團,,數/量詞,,16數詞量詞
16-67,站,zhamˇ ,車站的計量單位,過兩站就到臺北咧。,再兩站就到臺北了。,,數/量詞,,16數詞量詞
16-68,盞,zanˊ ,盞（量詞，計算燈）,一盞燈,一盞燈,,數/量詞,,16數詞量詞
16-69,子,ziiˊ ,把（量詞，綑成束的細長物）,一子麵線,一把麵線,,數/量詞,,16數詞量詞
16-70,轉,zhonˊ ,輪、回、圈,走幾下轉,走好幾回,,數/量詞,,16數詞量詞
16-71,尊, zunˋ ,尊（量詞，神像）,刻一尊神像,刻一尊神像,,數/量詞,,16數詞量詞
16-72,擔,damˇ ,擔（量詞）,敢去就一擔樵，毋敢去就屋下愁。,敢去就有一擔柴，不敢去就在家裡發愁。,,數/量詞,,16數詞量詞
16-73,甲,gab,甲,一甲地,一甲地,,數/量詞,,16數詞量詞
16-74,乙,rhad,乙,老弟寫个大字得着乙等。,弟弟寫的毛筆字得到乙等。,,數/量詞,,16數詞量詞
16-75,兩,liongˋ ,臺兩,買五兩斯好，毋使買恁多。,買五兩就好，不用買那麼多。,,數/量詞,,16數詞量詞
17-1,表,biauˊ ,圖表、表格,一張申請表,一張申請表,,名詞,,17職業與經濟
17-2,保險,boˊ hiamˊ ,保險,"佢摎阿貴招保險。
東西你還係帶等較保險。","他跟阿貴拉保險。
東西你還是帶著比較保險。",,動詞,形容詞,17職業與經濟
17-3,發,bod,富有,佢屋下當發，麼个就買最好个。,他家裡很富有，什麼都買最好的。,,形容詞,,17職業與經濟
17-4,賒數,chaˋ siiˇ ,賒帳,做得賒數無?,可以賒帳嗎？,,動詞,,17職業與經濟
17-5,茶館,ca gonˊ ,茶館,茶館酒樓,茶館酒樓,,名詞,,17職業與經濟
17-6,辭, cii ,辭,佢做事毋認真，又輒請假，分頭家辭頭路。,他工作不認真，又常請假，被老闆開除。,,動詞,,17職業與經濟
17-7,辭職,cii zhid,辭職,年過忒佢就辭職咧。,過完年他就辭職了。,,動詞,,17職業與經濟
17-8,辭頭路,cii teu lu+,辭職；革職,還孤盲！年到咧正分人辭頭路。,真糟糕！快過年了才被人開除。,,動詞,,17職業與經濟
17-9,著獎,chogˋ ziongˊ ,中獎,你這期發票有著獎無?,你這期發票有中獎嗎？,,動詞,,17職業與經濟
17-10,財產,coi sanˊ ,財產,厥爸留分佢个財產罅佢食一生人。,他的爸爸留給他的財產夠他花一輩子。,,名詞,,17職業與經濟
17-11,倉庫,congˋ kuˇ ,倉庫,倉庫放當多東西。,倉庫放很多東西。,,名詞,,17職業與經濟
17-12,助理,cu+ liˋ ,助理,厥頭路係牙醫助理。,她的工作是牙醫助理。,,名詞,,17職業與經濟
17-13,除,chu,除法,一百除十係幾多？,一百除以十是多少？,,動詞,,17職業與經濟
17-14,廚師,chu siiˋ ,廚師,這廚師已會煮食。,這廚師很會烹飪。,,名詞,,17職業與經濟
17-15,出差,chud caiˋ ,出差,佢這擺出差個半月，愛下隻月正轉。,他這次出差一個半月，要下個月才回來。,,動詞,,17職業與經濟
17-16,打算盤,daˊ sonˇ pan,打算盤,頭擺个小學生愛學打算盤。,以前的小學生要學打算盤。,,動詞,,17職業與經濟
17-17,打折,daˊ zhad,打折,這駁仔有打折，來去看有麼个好買。,這陣子有打折，去看看有什麼好買。,,動詞,,17職業與經濟
17-18,打平過,daˊ piang goˇ ,收支平衡,這個月無賺錢乜無了錢，打平過。,這個月沒賺錢也沒賠錢，打平。,,形容詞,,17職業與經濟
