編號,客家語,客語標音,客語音檔,華語詞義,例句,例句音檔,翻譯,備註,詞性1,詞性2,分類
4-67,改,goi^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-067.mp3,修改；批改,"這寫毋著，較緊改過。
先生逐日愛改真多作業簿。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-067s.mp3,"這寫錯，快點修改。
老師每天要批改很多作業簿。",,動詞,,4外在活動與動作
4-68,觀察,guanˇ cadˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-068.mp3,觀察,先生講佢个病猶愛擱觀察。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-068s.mp3,醫生說他的病還要再觀察。,,動詞,,4外在活動與動作
4-69,晃,hainn^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-069.mp3,搖晃、擺動,"吊燈得風吹到晃啊晃。
細子行路晃啊晃。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-069s.mp3,"吊燈被風吹得搖搖晃晃。
小孩走路搖搖晃晃。",,動詞,,4外在活動與動作
4-70,合,habˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-070.mp3,關閉；合攏,"佢笑到嘴攏合毋會偎。
討考試啊拁書合起來。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-070s.mp3,"他笑到合不攏嘴。
要考試了把書合起來。",,動詞,,4外在活動與動作
4-71,掀,hienˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-071.mp3,掀開,大家拁書掀到下一頁,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-071s.mp3,大家把書翻到下一頁,,動詞,,4外在活動與動作
4-72,學會,hoo bbue ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-072.mp3,學會,先生教个，你學會啊吂？,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-072s.mp3,老師教的，你學會了沒？,,名詞,,4外在活動與動作
4-73,扡,bbia^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-073.mp3,抓；把（量詞）,"無洗手即扡來食，真屙糟。
一扡米。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-073s.mp3,"沒洗手就抓來吃，真是髒。
一把米。",,動詞,數/量詞,4外在活動與動作
4-74,擛手,rheedˋ shiu^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-074.mp3,招手,遠遠即䀴着佢擛手。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-074s.mp3,遠遠就看到他招手。,,動詞,,4外在活動與動作
4-75,𢲴,bbe,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-075.mp3,撒,𢲴石灰,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-075s.mp3,撒石灰,,動詞,,4外在活動與動作
4-76,閹,iamˇ/rhiamˇ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-076.mp3,閹割,閹雞,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-076s.mp3,閹割雄雞,,動詞,,4外在活動與動作
4-77,鹽生,rhiamˋ sangˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-077.mp3,醃漬,竻瓜鹽生脆脆足好食。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-077s.mp3,小黃瓜醃得脆脆的很好吃。,,動詞,,4外在活動與動作
4-78,影着,rhiang^ choo,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-078.mp3,無意中看到,頭下有影着一個人行過去。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-078s.mp3,剛才無意中有看到一個人走過去。,,動詞,,4外在活動與動作
4-79,搖,rhiooˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-079.mp3,擺動、晃動,"吊橋恁搖，感覺真得人驚。
𠊎个牙齒搖搖，驚係討㪐去啊！",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-079s.mp3,"吊橋晃動得這麼厲害，覺得很可怕。
我的牙齒搖搖的，恐怕是要掉牙了！",,動詞,,4外在活動與動作
4-80,偎去,bba^ kui^,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-080.mp3,接近,瓦斯爐面上燸着滾水，毋好得細子偎去。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-080s.mp3,瓦斯爐上燒著開水，不要讓小孩子接近。,,動詞,,4外在活動與動作
4-81,接觸,ziabˊ chuˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-081.mp3,接觸,大家愛多接觸大自然。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-081s.mp3,大家要多接觸大自然。,,動詞,,4外在活動與動作
4-82,搵,bbun^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-082.mp3,沾,搵豆油,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-082s.mp3,沾醬油,,動詞,,4外在活動與動作
4-83,揤,zidˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-083.mp3,用手指或棍棒等擠壓,揤覆菜。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-083s.mp3,擠裝福菜。,,動詞,,4外在活動與動作
4-84,剪,zien^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-084.mp3,剪,"剪開來
剪頭那毛",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-084s.mp3,"剪開來
剪頭髮",,動詞,,4外在活動與動作
4-85,唚,zimˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-085.mp3,親；吻,"唚嘴
相唚",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-085s.mp3,"親嘴
互相親吻",,動詞,,4外在活動與動作
4-86,刻,kadˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-086.mp3,雕刻,刻樹,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-086s.mp3,雕刻木頭,,動詞,,4外在活動與動作
4-87,揢,ka,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-087.mp3,緊握、抓緊,揢拳頭嫲。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-087s.mp3,握緊拳頭。,,動詞,數/量詞,4外在活動與動作
4-88,烤（烘）,koo^ (hangˇ) ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-088.mp3,烤,烤肉,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-088s.mp3,烤肉,,動詞,,4外在活動與動作
4-89,擎走（擎去）,kiaˋ zeu^ (kiaˋ kui^) ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-089.mp3,拿走,𠊎个掃把囥在這，麼儕拁𠊎擎走啊？,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-089s.mp3,我的掃把放在這，誰給我拿走了？,,動詞,,4外在活動與動作
4-90,跋,baˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-090.mp3,攀爬,"跋崎
跋起去，擱十分鐘即到啊。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-090s.mp3,"爬坡
往上攀登，再十分鐘就到了。",,動詞,,4外在活動與動作
4-91,箍,keuˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-091.mp3,圈起來；圓狀物，如一塊錢稱一箍,"讀書愛拁重點箍起來，正較會記得。
桶箍
五百箍",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-091s.mp3,"讀書要把重點圈起來，才會比較記得住。
桶子外圍的鐵圈
五百元",,動詞,數/量詞,4外在活動與動作
4-92,抑,edˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-092.mp3,按、手用力向下擠壓,"大力抑。
佢个手直直流血，你拁佢抑个。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-092s.mp3,"大力按。
他的手一直出血，你幫他按住。",,動詞,,4外在活動與動作
4-93,捆,kun^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-093.mp3,捆,樵無捆好，愛仰子擎？,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-093s.mp3,柴沒捆好，要怎樣拿？,,動詞,,4外在活動與動作
4-94,掇,dodˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-094.mp3,搬、抱,"掇一粒大石頭來矺鹹菜
掇肥料、掇毋會贏",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-094s.mp3,"搬一顆大石頭來壓鹹菜
搬肥料、搬不動",,動詞,,4外在活動與動作
4-95,撏,lemˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-095.mp3,掏取,𠊎在衫袋底撏着兩百銀。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-095s.mp3,我在衣服口袋裡掏到兩百元。,,動詞,,4外在活動與動作
4-96,尞涼,leeu liongˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-096.mp3,乘涼,熱天時務，真多老儕在伯公下尞涼。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-096s.mp3,夏天時，很多老人家在土地公廟旁乘涼。,,動詞,,4外在活動與動作
4-97,鐐,leeuˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-097.mp3,炒、翻；鏟起,差不多啊，拁菜鐐起來。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-097s.mp3,差不多了，把菜鏟起來。,,動詞,,4外在活動與動作
4-98,捩,lidˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-098.mp3,旋轉、轉動,"捩一輪
捩轉來",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-098s.mp3,"轉一圈
轉過來",,動詞,,4外在活動與動作
4-99,輪輪轉,linˇ linˇ zheen^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-099.mp3,團團轉,無閒到輪輪轉,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-099s.mp3,忙得團團轉,,動詞,,4外在活動與動作
4-100,哯,nun^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-100.mp3,吐出來,樹乳糖哯到衛生紙面上，正包起來擊莫。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-100s.mp3,口香糖吐到衛生紙上，再包起來丟掉。,,動詞,,4外在活動與動作
4-101,沃,bbuˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-101.mp3,淋、澆,去菜園沃菜,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-101s.mp3,去菜園澆菜,,動詞,,4外在活動與動作
4-102,攪,gioo,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-102.mp3,摻入、混勻,食米篩目攪糖水，真合嘴。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-102s.mp3,吃米苔目摻糖水，很對味。,,動詞,,4外在活動與動作
4-103,落嘴,loo zhe^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-103.mp3,入嘴,嬰仔提着麼个攏落嘴。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-103s.mp3,嬰兒拿到什麼都往嘴裡放。,,動詞,,4外在活動與動作
4-104,捋食,looˊ shiedˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-104.mp3,覓食；後引申為討生活,無頭路愛仰子捋食。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-104s.mp3,沒有工作要怎麼討生活。,,動詞,,4外在活動與動作
4-105,鑪,lu^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-105.mp3,摩擦,"鑪溜皮
好好一雙鞋，鑪到疤疤。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-105s.mp3,"擦破皮
好好一雙鞋，摩擦到都是疤痕。",,動詞,,4外在活動與動作
4-106,罅,la,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-106.mp3,攪動,"罅糖水
罅杯牛乳食",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-106s.mp3,"攪動糖水
泡杯牛奶喝",,動詞,,4外在活動與動作
4-107,抹,madˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-107.mp3,塗,抹平來,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-107s.mp3,塗平,,動詞,,4外在活動與動作
4-108,埋,miˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-108.mp3,埋,埋起來,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-108s.mp3,埋起來,,動詞,,4外在活動與動作
4-109,舞,bbu^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-109.mp3,弄,"若係講毋會曉，即毋好亂舞。
好好一個尪仔，得佢舞到壞壞。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-109s.mp3,"如果不會，就不要亂弄。
好好一個人偶，被他弄壞。",,動詞,,4外在活動與動作
4-110,舞到,bbu^ doo^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-110.mp3,弄得、弄到,衫褲舞到屙屙糟糟。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-110s.mp3,衣服弄得髒兮兮的。,,動詞,,4外在活動與動作
4-111,蹬,dem,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-111.mp3,踩踏,無細義蹬着人，愛會失禮。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-111s.mp3,不小心踩到別人，要道歉。,,動詞,,4外在活動與動作
4-112,捏,needˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-112.mp3,捏,"捏嘴䫌
捏人真疾",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-112s.mp3,"捏嘴角
捏人很痛",,動詞,,4外在活動與動作
4-113,撓,niuˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-113.mp3,搔癢,"毋好直直撓人。
阿依腳底毋驚撓。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-113s.mp3,"不要一直搔別人癢。
媽媽腳底板不怕癢。",,動詞,,4外在活動與動作
4-114,咬,ngauˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-114.mp3,咬,這梨得老鼠咬一口。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-114s.mp3,這梨子被老鼠咬一口。,,動詞,,4外在活動與動作
4-115,念,neem ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-115.mp3,叨念；誦讀,"阿姊半夜正轉，阿依念毋會煞。
念三字經。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-115s.mp3,"姊姊半夜才回家，媽媽叨念不停。
朗讀三字經。",,動詞,,4外在活動與動作
4-116,入,ngibˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-116.mp3,入；裝入,"無抸鎖匙，毋得入門。
菜頭脯炙燥啊，愛入到玻璃盎內底保存。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-116s.mp3,"沒帶鑰匙，進不了門。
蘿蔔乾晒乾了，要裝進玻璃瓶裡保存。",,動詞,,4外在活動與動作
4-117,挼,rhueˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-117.mp3,搓揉,"挼到皺皺
挼爛去",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-117s.mp3,"搓揉到皺皺的
揉爛了",,動詞,,4外在活動與動作
4-118,挼,nuˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-118.mp3,搓捏；藉著他物摩擦，使物品光滑或銳利,挼刀,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-118s.mp3,磨刀,,動詞,,4外在活動與動作
4-119,蠕蠕動,nuˊ nuˊ tungˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-119.mp3,蠕動,阿弟坐毋會核，直直蠕蠕動。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-119s.mp3,弟弟坐不住，一直蠕動。,,動詞,,4外在活動與動作
4-120,弄,nung,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-120.mp3,把玩,弄細子,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-120s.mp3,逗弄小孩子,,名詞,動詞,4外在活動與動作
4-121,安,onˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-121.mp3,安裝；設置；定名,"安冷氣
安名",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-121s.mp3,"安裝冷氣
取名字",,動詞,,4外在活動與動作
4-122,安排,onˇ peˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-122.mp3,安排,安排到真妥當,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-122s.mp3,安排得很妥當,,動詞,,4外在活動與動作
4-123,划,paˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-123.mp3,划、撥進來,划龍船,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-123s.mp3,划龍船,,動詞,,4外在活動與動作
4-124,拔,padˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-124.mp3,輕輕拍打,"天氣恁好，被提去外頭拔拔个。
拔泥粉。
在蚊幮內底拔蚊。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-124s.mp3,"天氣那麼好，棉被拿去外面拍一拍。
拍灰塵。
在蚊帳裡打蚊子。",,動詞,,4外在活動與動作
4-125,撥,padˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-125.mp3,搧,緊來鬥撥火,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-125s.mp3,快來幫忙搧火,,動詞,,4外在活動與動作
4-126,潑水,padˊ fi^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-126.mp3,將水潑出去,潑水潑到泥下面上,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-126s.mp3,潑水潑到地板上,,動詞,,4外在活動與動作
4-127,剾,kauˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-127.mp3,刨,"剾菜頭皮、剾薍薺
剾樹枋",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-127s.mp3,"刨蘿蔔皮、刨菜瓜
刨木板",,動詞,,4外在活動與動作
4-128,破,poo^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-128.mp3,剖分,"西瓜對半破
破樵",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-128s.mp3,"西瓜對半剖分
對半砍木柴",,動詞,,4外在活動與動作
4-129,挵門,long^ munˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-129.mp3,用力敲門,麼儕在遐挵門？,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-129s.mp3,誰在那裡用力敲門？,,動詞,,4外在活動與動作
4-130,撒,sadˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-130.mp3,撒,撒兜仔鹽。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-130s.mp3,撒一點鹽。,,動詞,,4外在活動與動作
4-131,徙位,sai^ bbi,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-131.mp3,搬遷,"徙位走
貓藪徙位",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-131s.mp3,"搬走
母貓生小貓後，若是發現環境對小貓有危險就馬上將小貓銜至較安全處；用以比喻一個人在生活或工作上不甚穩定，常有調動。",,動詞,,4外在活動與動作
4-132,閃,shiam^/shamˆ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-132.mp3,閃、躲避、避讓,"閃開
相閃車",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-132s.mp3,"閃開
會車",,動詞,,4外在活動與動作
4-133,洗,se^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-133.mp3,清洗,成擺真多人用圳溝水洗物件。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-133s.mp3,從前很多人用圳溝水清洗東西。,,動詞,,4外在活動與動作
4-134,㐁,leebˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-134.mp3,舔,㐁淨來,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-134s.mp3,舔乾淨,,動詞,,4外在活動與動作
4-135,食毒,shiedˋ tu,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-135.mp3,吸毒,好个毋學，學人食毒！,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-135s.mp3,好的不學，學別人吸毒！,,動詞,,4外在活動與動作
4-136,傷害,shongˇ hoi,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-136.mp3,傷害,這件事對佢傷害真大。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-136s.mp3,這件事對他傷害很大。,,動詞,,4外在活動與動作
4-137,𢱤,suˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-137.mp3,用手推,"𢱤車。
佢真無責任，輒輒拁事𢱤得別儕做。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-137s.mp3,"推車子
他很沒責任感，常常把工作推給別人做。",,動詞,,4外在活動與動作
4-138,蹬,dem,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-138.mp3,踏,"得人蹬着，真疾。
蹬上蹬下",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-138s.mp3,"被人踩到，很痛。
踏上踏下",,動詞,,4外在活動與動作
4-139,探,tam^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-139.mp3,探,先去探䀴望啊！,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-139s.mp3,先去探聽看看,,動詞,,4外在活動與動作
4-140,毒,teu,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-140.mp3,以毒藥毒殺人或動物,毒老鼠,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-140s.mp3,毒殺老鼠,,動詞,,4外在活動與動作
4-141,投,teuˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-141.mp3,投；告狀,"投籃
停動着即講討投阿爸",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-141s.mp3,"投籃
動不動就說要向爸爸告狀",,動詞,,4外在活動與動作
4-142,疊,teebˋ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-142.mp3,疊,拁紙疊起來,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-142s.mp3,把紙疊起來,,動詞,數/量詞,4外在活動與動作
4-143,停動,tinˇ tungˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-143.mp3,動,企个，莫直直停動。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-143s.mp3,站著，不要一直動。,,動詞,,4外在活動與動作
4-144,撐蹛,tann^ dai^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-144.mp3,托著,紙袋底下愛用手撐蹛，正毋會塌底。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-144s.mp3,紙袋底下要用手托著，底部才不會塌掉。,,動詞,,4外在活動與動作
4-145,塗改,tuˋ goi^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-145.mp3,塗改,寫落去即毋會用塗改。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-145s.mp3,寫下去就不能塗改。,,動詞,,4外在活動與動作
4-146,吞,tunˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-146.mp3,吞,吞落去,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-146s.mp3,吞下去,,動詞,,4外在活動與動作
4-147,斡,bbadˋ/uainndˋ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-147.mp3,轉彎、掉頭,"斡正手裡
斡頭做佢走",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-147s.mp3,"右轉
掉頭逕自走開",,動詞,,4外在活動與動作
4-148,抌莫,dim^ mai^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-148.mp3,拋棄；丟棄,拁垃圾抌莫,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-148s.mp3,把垃圾丟掉,,動詞,,4外在活動與動作
4-149,選,sien^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-149.mp3,選,選總統,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-149s.mp3,選總統,,動詞,,4外在活動與動作
4-150,遮,zhaˇ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-150.mp3,遮蔽,日頭得雲遮个,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-150s.mp3,太陽被雲遮住,,動詞,,4外在活動與動作
4-151,摺,zhiabˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-151.mp3,摺疊,摺衫褲,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-151s.mp3,摺衣服,,動詞,,4外在活動與動作
4-152,紮,zadˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-152.mp3,纏束,"紮花燈。
紮禾稈。
紮頭鬃。",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-152s.mp3,"紮花燈。
紮稻稈。
紮髮髻。",,動詞,,4外在活動與動作
4-153,矺,zaˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-153.mp3,壓,"矺鹹菜
矺蹛",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-153s.mp3,"壓製鹹菜
壓著",,動詞,,4外在活動與動作
4-154,爪,rhiau^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-154.mp3,抓,"兩支腳爪到疤疤
背脊骿真癢，拁𠊎爪一下好無？",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-154s.mp3,"兩隻腳抓得都是疤痕
背很癢，幫我抓一下好嗎？",,動詞,,4外在活動與動作
4-155,撮,zebˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-155.mp3,用三指取物；三指取物的量,"對碗公內底撮幾下粒地豆起來。
一撮鹽",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-155s.mp3,"從大碗裡抓幾粒花生起來。
一撮鹽",,動詞,數/量詞,4外在活動與動作
4-156,指,zhi^ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-156.mp3,指出,係麼儕打你？指得大家䀴。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-156s.mp3,是誰打你？指給大家看。,,動詞,,4外在活動與動作
4-157,嘴擘擘,zhe^ baˊ baˊ ,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-157.mp3,嘴巴開開的,阿弟一起床即嘴擘擘討飯食。,https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-157s.mp3,弟弟一起床就嘴巴開開的討飯吃。,,形容詞,,4外在活動與動作
4-158,撙,zun,https://wiki.hakka.gov.tw/file/107/2/zh/w/1zh-04-158.mp3,扭轉,"撙時鐘、撙電視
撙緪來",https://wiki.hakka.gov.tw/file/107/2/zh/s/1zh-04-158s.mp3,"轉時鐘、轉電視
扭緊",,動詞,,4外在活動與動作
