編號,客家語,客語標音,客語音檔,華語詞義,例句,例句音檔,翻譯,備註,詞性1,詞性2,分類
4-86,刻,kadˋ【kiedˋ】 ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-086.mp3,雕刻；斥責,"刻樹仔。
刻臭頭。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-086s.mp3,"雕刻木頭。
嚴厲斥責。",,動詞,,外在活動與動作
4-87,揢,kag,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-087.mp3,緊握、抓緊,揢拳頭嫲。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-087s.mp3,握緊拳頭。,,動詞,數/量詞,外在活動與動作
4-88,烤,kauˋ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-088.mp3,烤,烤肉。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-088s.mp3,烤肉。,,動詞,,外在活動與動作
4-89,擎走,kiaˇ zeuˋ【ngiaˇ/kiangˇ zeuˋ】,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-089.mp3,拿走,吾掃把放這，麼人同𠊎擎走吔？,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-089s.mp3,我的掃把放在這，誰給我拿走了？,,動詞,,外在活動與動作
4-90,蹶,kied【kiad】,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-090.mp3,攀爬,"蹶崎。
蹶往上，過十分鐘就到吔。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-090s.mp3,"爬坡。
往上攀登，再十分鐘就到了。",,動詞,,外在活動與動作
4-91,箍,kieuˊ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-091.mp3,圈起來；圓狀物，如一塊錢稱一箍,"讀書愛同重點箍起來，正會較（過）記得。
桶箍。
五百箍。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-091s.mp3,"讀書要把重點圈起來，才會比較記得住。
桶子外圍的鐵圈。
五百元。
",,動詞,數/量詞,外在活動與動作
4-92,撳,kim,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-092.mp3,按、手用力向下擠壓,"大力撳
厥手緊出血，你同佢撳等。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-092s.mp3,"大力按
他的手一直出血，你幫他按住。",,動詞,,外在活動與動作
4-93,捆,kunˋ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-093.mp3,捆,樵無捆好，愛仰仔擎？,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-093s.mp3,柴沒捆好，要怎樣拿？,,動詞,,外在活動與動作
4-94,扐,led ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-094.mp3,搬、抱,"扐一粒大石頭來矺鹹菜。
扐肥料。
扐毋贏。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-094s.mp3,"搬一顆大石頭來壓鹹菜。
搬肥料。
搬不動。",,動詞,,外在活動與動作
4-95,摟,leuˇ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-095.mp3,掏取,𠊎在衫袋肚（衫袋仔項）摟着兩百個銀。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-095s.mp3,我在衣服口袋裡掏到兩百元。,,動詞,,外在活動與動作
4-96,尞涼,liau liongˇ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-096.mp3,乘涼,熱天時節，恁（盡）多老人家在伯公下尞涼。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-096s.mp3,夏天時，很多老人家在土地公廟旁乘涼。,,動詞,,外在活動與動作
4-97,鐐,liauˊ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-097.mp3,炒、翻；鏟起,差毋多吔，摎（同）菜鐐起來。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-097s.mp3,差不多了，把菜鏟起來。,,動詞,,外在活動與動作
4-98,捩【】,lidˋ【dinˊ】 ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-098.mp3,旋轉、轉動,"捩（）一圈。
捩（）轉來。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-098s.mp3,"轉一圈。
轉過來。",,動詞,,外在活動與動作
4-99,捩捩轉【轉】,lidˋ lidˋ zonˋ【dinˊ dinˊ zonˋ】 ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-099.mp3,團團轉,無閒到捩捩轉（無閒啊轉）。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-099s.mp3,忙得團團轉。,,動詞,,外在活動與動作
4-100,哯,lienˋ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-100.mp3,吐出來,"樹乳糖哯到（啊）衛生紙項，正包起來擲忒（擳核）。
食甘蔗愛哯粕。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-100s.mp3,"口香糖吐到衛生紙上，再包起來丟掉。
吃甘蔗要吐渣。",,動詞,,外在活動與動作
4-101,淋,limˇ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-101.mp3,淋、澆,去菜園淋菜。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-101s.mp3,去菜園澆菜。,,動詞,,外在活動與動作
4-102,攞,loˊ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-102.mp3,摻入、混勻,食米篩目攞糖水，異（蓋）合嘴。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-102s.mp3,吃米苔目摻糖水，很對味。,,動詞,,外在活動與動作
4-103,落嘴,log zoi,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-103.mp3,入嘴,嬰兒仔拿着麼个就落嘴。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-103s.mp3,嬰兒拿到什麼都往嘴裡放。,,動詞,,外在活動與動作
4-104,絡食,logˋ siid,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-104.mp3,覓食；後引申為討生活,無頭路愛仰仔絡食。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-104s.mp3,沒有工作要怎麼討生活。,,動詞,,外在活動與動作
4-105,鑪,lu,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-105.mp3,摩擦,"鑪溜皮。
好好一雙鞋，鑪到（啊）疤疤。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-105s.mp3,"擦破皮。
好好一雙鞋，摩到都是疤痕。",,動詞,,外在活動與動作
4-106,摝,lugˋ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-106.mp3,攪動,"摝糖水。
摝杯牛乳食。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-106s.mp3,"攪動糖水。
泡杯牛奶喝。",,動詞,,外在活動與動作
4-107,抹,madˋ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-107.mp3,塗,抹平來。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-107s.mp3,塗平。,,動詞,,外在活動與動作
4-108,埋,maiˇ ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-108.mp3,埋,埋起來。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-108s.mp3,埋起來。,,動詞,,外在活動與動作
4-109,搣,medˋ【miedˋ】 ,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-109.mp3,弄,"係講毋曉，就毋好亂搣。
好好一隻（個）人公仔，分佢搣到（啊）壞壞。",https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-109s.mp3,"如果不會，就不要亂弄。
好好一個人偶，被他弄壞。",,動詞,,外在活動與動作
4-110,舞到,muˋ/vuˋ do,https://wiki.hakka.gov.tw/file/107/2/si/w/1si-04-110.mp3,弄得、弄到,衫褲舞到屙屙糟糟。,https://wiki.hakka.gov.tw/file/107/2/si/s/1si-04-110s.mp3,衣服弄得髒兮兮的。,,動詞,,外在活動與動作
